i,x01,x02,x03,xN1j,xN2j,xN3j,Nj,xN1g,xN2g,xN3g,Ng
39,0.8788835057055904,0.3224226912304251,0.47900258801112794,0.0473829,0.0589611,0.0694850,34,0.0474296,0.0589212,0.0694598,6,
40,-0.049851513508430756,-0.898920133636091,0.4564297507443287,0.0473549,0.0589345,0.0694631,32,0.0473743,0.0589492,0.0694713,8,
41,-0.7103680303825115,-0.4913869748110493,0.6370745524707679,0.0473523,0.0589321,0.0694611,32,0.0473757,0.0589481,0.0694711,8,
42,0.700239689183467,0.31068541182739007,-0.12758304972306012,0.0473826,0.0589608,0.0694848,32,0.0473474,0.0589480,0.0694805,7,
43,-0.1856470300098192,-0.4240410195708315,0.8414321664755906,0.0473837,0.0589618,0.0694856,25,0.0473779,0.0589478,0.0694704,8,
44,0.771927192106433,0.3976381724925204,-0.37895720290298995,0.0473818,0.0589601,0.0694841,32,0.0473283,0.0589501,0.0694864,7,
45,-0.29312948479343715,-0.7801916170425738,-0.9664355116134589,0.0473832,0.0589613,0.0694851,35,0.0473294,0.0589618,0.0694831,7,
46,-0.6809311071086317,-0.35574515830768894,-0.5185641148317301,0.0473521,0.0589319,0.0694610,34,0.0473442,0.0589553,0.0694798,7,
47,-0.7235995437061882,-0.47399626333460043,0.17829546379643002,0.0473853,0.0589633,0.0694868,33,0.0473931,0.0589490,0.0694651,7,
48,-0.6431277437676641,-0.06952271982974878,-0.0828302938329899,0.0473505,0.0589304,0.0694597,32,0.0473677,0.0589823,0.0694652,5,
49,-0.33693004495994794,-0.2501898675338716,-0.8421296185571596,0.0473541,0.0589338,0.0694625,34,0.0473199,0.0589579,0.0694872,7,
50,-0.16636449003035825,-0.21217349093492,0.5086499003946956,0.0473524,0.0589322,0.0694612,26,0.0474057,0.0589444,0.0694620,7,
51,-0.17472796165002924,-0.4272307805135458,-0.22449971935145663,0.0473509,0.0589307,0.0694600,32,0.0474035,0.0589636,0.0694579,6,
52,-0.6528539151632566,-0.0981162450558224,0.6462077133298356,0.0473541,0.0589338,0.0694625,30,0.0474108,0.0589425,0.0694608,7,
53,0.7469036748849589,0.2868224724309012,0.37054735739439715,0.0473522,0.0589320,0.0694610,33,0.0474043,0.0589285,0.0694664,6,
54,0.8195134472324481,-0.7198070786486954,-0.48937897049686563,0.0473541,0.0589338,0.0694625,30,0.0473582,0.0589568,0.0694747,7,
55,0.07722503560194438,-0.1486968153825623,-0.9356460343540027,0.0473818,0.0589601,0.0694841,33,0.0473105,0.0589583,0.0694903,7,
56,-0.2229841904995178,0.2193285773598923,0.7656504208211883,0.0473836,0.0589618,0.0694855,30,0.0474080,0.0589397,0.0694624,7,
57,0.7270899319864241,-0.38391183825671504,0.7612888174904118,0.0473838,0.0589619,0.0694857,32,0.0473769,0.0589478,0.0694708,8,
58,-0.7799211498464529,0.4116353729655102,0.4138255275231326,0.0473534,0.0589331,0.0694620,28,0.0473850,0.0589265,0.0694734,6,
59,0.9661476369726112,0.07247853824169792,-0.5163390291367795,0.0473855,0.0589635,0.0694870,30,0.0473302,0.0589531,0.0694850,7,
60,-0.8118279822750694,0.4448439254085681,-0.39620659364860256,0.0473519,0.0589317,0.0694609,32,0.0473256,0.0589500,0.0694873,7,
61,0.8685740078852904,-0.6298762945071816,-0.34974269250052004,0.0473828,0.0589610,0.0694848,27,0.0473642,0.0589550,0.0694732,7,
62,0.01934379886937254,-0.04883930255930946,0.2254277903978672,0.0473866,0.0589642,0.0694876,17,0.0473821,0.0589464,0.0694694,7,
63,-0.4190371577728049,-0.16983635575319744,-0.28634339651007834,0.0473820,0.0589602,0.0694842,33,0.0473152,0.0589701,0.0694858,6,
64,-0.31278911222485806,-0.3899588994696195,-0.4932533672631987,0.0473857,0.0589637,0.0694871,33,0.0473074,0.0589825,0.0694852,6,
65,0.844972270807389,-0.6828738813419641,-0.18282166877977235,0.0473857,0.0589636,0.0694871,25,0.0473767,0.0589536,0.0694694,7,
66,0.40111287163860543,-0.07705840599475833,-0.12762497187016275,0.0473850,0.0589630,0.0694866,24,0.0473177,0.0589987,0.0694778,5,
67,-0.022317674185985847,0.34912172310455913,0.45310126143288687,0.0473865,0.0589645,0.0694877,30,0.0474142,0.0589233,0.0694644,6,
68,-0.4717733240170727,-0.5500698031936428,-0.40652704213918756,0.0473532,0.0589330,0.0694619,34,0.0473778,0.0589751,0.0694636,6,
69,0.541650642781953,0.19041999012748767,0.6031543522290246,0.0473538,0.0589335,0.0694623,33,0.0473985,0.0589414,0.0694651,7,
70,-0.2911464270258395,-0.7131192503648316,0.5291029087117847,0.0473547,0.0589344,0.0694630,32,0.0473748,0.0589487,0.0694712,8,
71,-0.8596352826550919,0.06420356021659579,-0.40749654730572016,0.0473864,0.0589644,0.0694877,33,0.0473375,0.0589520,0.0694828,7,
72,-0.6242732672803817,-0.30340539074029915,-0.9769106482592727,0.0473823,0.0589605,0.0694845,35,0.0473129,0.0589595,0.0694891,7,
73,0.037951073867928065,-0.05342037405642608,0.4305490228596933,0.0473534,0.0589331,0.0694620,27,0.0473954,0.0589444,0.0694654,7,
74,0.5616896249621686,0.684858014480733,-0.008591172944221404,0.0473536,0.0589334,0.0694622,33,0.0473427,0.0589450,0.0694829,7,
75,-0.02187509640152263,-0.7250874078085809,-0.7444234629082718,0.0473535,0.0589332,0.0694620,34,0.0473160,0.0589971,0.0694787,6,
76,-0.5871527037565172,0.09916278742210416,-0.1553184883677423,0.0473536,0.0589333,0.0694621,32,0.0473526,0.0589494,0.0694785,7,
77,0.9887192308650079,-0.8378746113967142,-0.37581939685428734,0.0473514,0.0589312,0.0694605,28,0.0473694,0.0589563,0.0694711,7,
78,0.960439229343697,-0.34163849384714506,-0.711185708805079,0.0473514,0.0589311,0.0694604,24,0.0473313,0.0589571,0.0694836,7,
79,-0.10426949255505935,0.4104382524498955,0.7376782060945306,0.0473819,0.0589602,0.0694842,32,0.0473999,0.0589390,0.0694653,7,
80,-0.09288640779611868,0.7994109799069076,-0.39660037416471994,0.0473503,0.0589302,0.0694596,27,0.0473620,0.0589461,0.0694761,8,
81,0.4944284359512545,0.5384603200401739,-0.3075442031549156,0.0473524,0.0589322,0.0694612,31,0.0473282,0.0589486,0.0694868,7,
82,0.1336381316994799,0.9248445277870665,0.800003630605558,0.0473837,0.0589618,0.0694856,34,0.0473723,0.0589042,0.0694832,6,
83,-0.9367865422270676,0.1687679114470868,-0.13587988078906466,0.0473831,0.0589613,0.0694851,33,0.0473515,0.0589488,0.0694789,7,
84,0.7307534130337698,0.5927208064137457,0.4176179163696896,0.0473835,0.0589617,0.0694854,34,0.0473380,0.0589278,0.0694887,6,
85,0.3558344118681942,0.18197820959800093,-0.5600359582177326,0.0473535,0.0589332,0.0694620,24,0.0473237,0.0589529,0.0694872,7,
86,0.2270018493373469,-0.5807108146274649,-0.3543074198353726,0.0473538,0.0589336,0.0694623,32,0.0473623,0.0589548,0.0694739,7,
87,-0.9646864754442692,-0.04049610523491687,-0.2771231860273613,0.0473542,0.0589339,0.0694626,34,0.0473494,0.0589513,0.0694791,7,
88,-0.34516060441358176,-0.5579933996549813,0.2204557039575903,0.0473519,0.0589317,0.0694608,32,0.0473986,0.0589490,0.0694632,7,
89,0.3532367768924123,0.4610394416441932,-0.5665551402575912,0.0473509,0.0589308,0.0694601,27,0.0473606,0.0589470,0.0694764,8,
90,-0.26920291742691016,0.8641004824003977,0.08054495343568746,0.0473847,0.0589628,0.0694864,30,0.0473425,0.0589432,0.0694834,7,
91,-0.16553652925719198,-0.3164718837653595,0.09536314334589613,0.0473828,0.0589610,0.0694849,31,0.0473825,0.0589490,0.0694686,7,
92,0.996300226659742,-0.6123819020729511,-0.7250252154902554,0.0473834,0.0589615,0.0694853,29,0.0472923,0.0589967,0.0694867,6,
93,-0.12793625692372879,-0.18622263705137732,0.4309297464599178,0.0473527,0.0589325,0.0694615,26,0.0473999,0.0589451,0.0694638,7,
94,0.7681082507508623,-0.37540721802636967,-0.009478131076275043,0.0473850,0.0589630,0.0694866,28,0.0473777,0.0589504,0.0694698,7,
95,0.011413723051971747,0.9236713329668691,-0.7844094868556362,0.0473832,0.0589614,0.0694852,26,0.0473574,0.0589461,0.0694777,8,
96,-0.6058928995326738,0.7091139997818463,0.9258820565940165,0.0473519,0.0589317,0.0694608,31,0.0474021,0.0589356,0.0694654,7,
97,-0.1843635670650272,-0.10953650878979748,0.4092515531462604,0.0473526,0.0589324,0.0694614,26,0.0473959,0.0589449,0.0694651,7,
98,-0.9669992568729804,0.5389739015125017,-0.5756867601490236,0.0473834,0.0589616,0.0694854,33,0.0473604,0.0589468,0.0694765,8,
99,-0.4645123358937908,-0.9009387937456008,-0.26784769541235676,0.0473510,0.0589308,0.0694601,34,0.0473785,0.0589556,0.0694683,7,
